mandt,ebeln,ebelp,zekkn,vgabe,gjahr,belnr,buzei,bewtp,bwart,budat,menge,bpmng,dmbtr,wrbtr,waers,arewr,wesbs,bpwes,shkzg,bwtar,elikz,xblnr,lfgja,lfbnr,lfpos,grund,cpudt,cputm,reewr,evere,refwr,matnr,werks,xwsbr,etens,knumv,mwskz,lsmng,lsmeh,ematn,areww,hswae,bamng,charg,bldat,xwoff,xunpl,ernam,srvpos,packno,introw,bekkn,lemin,arewb,rewrb,saprl,menge_pop,bpmng_pop,dmbtr_pop,wrbtr_pop,wesbb,bpweb,weora,arewr_pop,kudif,retamt_fc,retamt_lc,retamtp_fc,retamtp_lc,xmacc,wkurs,inv_item_origin,vbeln_st,vbelp_st,sgt_scat,logsy,et_upd,j_sc_die_comp_f,fsh_season_year,fsh_season,fsh_collection,fsh_theme,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
250,4500042766,10,,2,2018.0,5105631569,1,Q,,2018-08-12,1193223.0,1193223.0,140774063.09,126481638.0,EUR,1188927.4,,,S,,,,2018.0,5000033727.0,1.0,,2022-03-23,09:25:31,140774063.09,,126481638.0,000000006666666728,1000.0,,,,I0,,,,1264816.38,USD,,,2018-08-12,,,MOUNIKAPALI,,,,,,1264816.38,126481638.0,750.0,,,,,,,,1188927.4,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500042769,10,,2,2018.0,5105631600,1,Q,,2018-08-06,1768780.0,1768780.0,20867712.68,18749068.0,EUR,1762412.39,,,S,,,,2018.0,5000033729.0,1.0,,2022-03-23,09:25:36,20867712.68,,18749068.0,000000006666666728,1000.0,,,,I0,,,,1874906.8,USD,,,2018-08-06,,,MOUNIKAPALI,,,,,,1874906.8,18749068.0,750.0,,,,,,,,1762412.39,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500038258,10,,2,2018.0,5105631677,1,Q,,2018-09-03,707324.0,707324.0,83448670.87,74976344.0,EUR,704777.63,,,S,,,,2018.0,5000033554.0,1.0,,2022-03-23,09:25:47,83448670.87,,74976344.0,000000006666666726,1000.0,,,,I0,,,,749763.44,USD,,,2018-09-03,,,MOUNIKAPALI,,,,,,749763.44,74976344.0,750.0,,,,,,,,704777.63,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:48.047492+00:00
250,4500037326,10,,2,2018.0,5105631678,1,Q,,2018-08-29,592109.0,592109.0,69855835.6,62763554.0,EUR,589977.41,,,S,,,,2018.0,5000033512.0,1.0,,2022-03-23,09:25:48,69855835.6,,62763554.0,000000006666666725,1000.0,,,,I0,,,,627635.54,USD,,,2018-08-29,,,MOUNIKAPALI,,,,,,627635.54,62763554.0,750.0,,,,,,,,589977.41,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:48.271664+00:00
250,4500037324,10,,2,2018.0,5105631701,1,Q,,2018-08-26,615727.0,615727.0,72642240.01,65267062.0,EUR,613510.38,,,S,,,,2018.0,5000033501.0,1.0,,2022-03-23,09:25:51,72642240.01,,65267062.0,000000006666666725,1000.0,,,,I0,,,,652670.62,USD,,,2018-08-26,,,MOUNIKAPALI,,,,,,652670.62,65267062.0,750.0,,,,,,,,613510.38,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:51.651019+00:00
250,4500039733,10,,2,2018.0,5105631702,1,Q,,2018-08-26,1964757.0,1964757.0,231798101.35,208264242.0,EUR,1957683.87,,,S,,,,2018.0,5000033612.0,1.0,,2022-03-23,09:25:51,231798101.35,,208264242.0,000000006666666724,1000.0,,,,I0,,,,2082642.42,USD,,,2018-08-26,,,MOUNIKAPALI,,,,,,2082642.42,208264242.0,750.0,,,,,,,,1957683.87,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:51.651019+00:00
250,4500039731,10,,2,2018.0,5105631723,1,Q,,2018-09-02,1240353.0,1240353.0,146334366.23,131477418.0,EUR,1235887.73,,,S,,,,2018.0,5000033610.0,1.0,,2022-03-23,09:25:54,146334366.23,,131477418.0,000000006666666724,1000.0,,,,I0,,,,1314774.18,USD,,,2018-09-02,,,MOUNIKAPALI,,,,,,1314774.18,131477418.0,750.0,,,,,,,,1235887.73,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:54.704025+00:00
250,4500042756,10,,2,2018.0,5105631767,1,Q,,2018-11-05,963149.0,963149.0,113630392.72,102093794.0,EUR,959681.66,,,S,,,,2018.0,5000034399.0,1.0,,2022-03-23,09:28:20,113630392.72,,102093794.0,000000006666666728,1000.0,,,,I0,,,,1020937.94,USD,,,2018-11-05,,,MOUNIKAPALI,,,,,,1020937.94,102093794.0,750.0,,,,,,,,959681.66,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:21.104602+00:00
250,4500039564,10,,2,2018.0,5105631800,1,Q,,2018-11-08,1141502.0,1141502.0,134672122.96,120999212.0,EUR,1137392.59,,,S,,,,2018.0,5000034235.0,1.0,,2022-03-23,09:28:25,134672122.96,,120999212.0,000000006666666724,1000.0,,,,I0,,,,1209992.12,USD,,,2018-11-08,,,MOUNIKAPALI,,,,,,1209992.12,120999212.0,750.0,,,,,,,,1137392.59,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:25.741194+00:00
250,4500039562,10,,2,2018.0,5105631801,1,Q,,2018-11-08,1251021.0,1251021.0,147592955.54,132608226.0,EUR,1246517.32,,,S,,,,2018.0,5000034237.0,1.0,,2022-03-23,09:28:25,147592955.54,,132608226.0,000000006666666724,1000.0,,,,I0,,,,1326082.26,USD,,,2018-11-08,,,MOUNIKAPALI,,,,,,1326082.26,132608226.0,750.0,,,,,,,,1246517.32,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:25.993576+00:00
250,4500038900,10,,2,2018.0,5105631837,1,Q,,2018-11-07,1764179.0,1764179.0,208134310.06,187002974.0,EUR,1757827.96,,,S,,,,2018.0,5000034192.0,1.0,,2022-03-23,09:28:30,208134310.06,,187002974.0,000000006666666723,1000.0,,,,I0,,,,1870029.74,USD,,,2018-11-07,,,MOUNIKAPALI,,,,,,1870029.74,187002974.0,750.0,,,,,,,,1757827.96,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:31.150047+00:00
250,4500042760,10,,2,2018.0,5105631860,1,Q,,2018-10-28,1710493.0,1710493.0,201800543.15,181312258.0,EUR,1704335.23,,,S,,,,2018.0,5000034397.0,1.0,,2022-03-23,09:28:34,201800543.15,,181312258.0,000000006666666728,1000.0,,,,I0,,,,1813122.58,USD,,,2018-10-28,,,MOUNIKAPALI,,,,,,1813122.58,181312258.0,750.0,,,,,,,,1704335.23,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:34.449148+00:00
250,4500042749,10,,2,2018.0,5105631869,1,Q,,2018-10-29,1019652.0,1019652.0,120296503.66,108083112.0,EUR,1015981.25,,,S,,,,2018.0,5000034405.0,1.0,,2022-03-23,09:28:35,120296503.66,,108083112.0,000000006666666728,1000.0,,,,I0,,,,1080831.12,USD,,,2018-10-29,,,MOUNIKAPALI,,,,,,1080831.12,108083112.0,750.0,,,,,,,,1015981.25,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:35.729000+00:00
250,4500037313,10,,2,2018.0,5105631897,1,Q,,2018-10-27,852150.0,852150.0,1005349.53,903279.0,EUR,849082.26,,,S,,,,2018.0,5000034101.0,1.0,,2022-03-23,09:28:39,1005349.53,,903279.0,000000006666666725,1000.0,,,,I0,,,,903279.0,USD,,,2018-10-27,,,MOUNIKAPALI,,,,,,903279.0,903279.0,750.0,,,,,,,,849082.26,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:39.942789+00:00
250,4500038252,10,,2,2018.0,5105631910,1,Q,,2018-11-01,545754.0,545754.0,64386965.41,57849924.0,EUR,543789.29,,,S,,,,2018.0,5000034164.0,1.0,,2022-03-23,09:28:41,64386965.41,,57849924.0,000000006666666726,1000.0,,,,I0,,,,578499.24,USD,,,2018-11-01,,,MOUNIKAPALI,,,,,,578499.24,57849924.0,750.0,,,,,,,,543789.29,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:41.638718+00:00
250,4500038895,10,,2,2018.0,5105631921,1,Q,,2018-11-02,1270965.0,1270965.0,14994590.88,13472229.0,EUR,1266389.53,,,S,,,,2018.0,5000034197.0,1.0,,2022-03-23,09:28:43,14994590.88,,13472229.0,000000006666666723,1000.0,,,,I0,,,,1347222.9,USD,,,2018-11-02,,,MOUNIKAPALI,,,,,,1347222.9,13472229.0,750.0,,,,,,,,1266389.53,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:43.369271+00:00
250,4500039561,10,,2,2018.0,5105631957,1,Q,,2018-11-24,1838404.0,1838404.0,216891227.11,194870824.0,EUR,1831785.75,,,S,,,,2018.0,5000034238.0,1.0,,2022-03-23,09:28:48,216891227.11,,194870824.0,000000006666666724,1000.0,,,,I0,,,,1948708.24,USD,,,2018-11-24,,,MOUNIKAPALI,,,,,,1948708.24,194870824.0,750.0,,,,,,,,1831785.75,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:28:48.469869+00:00
250,4500037312,10,,2,2018.0,5105632015,1,Q,,2018-11-30,739719.0,739719.0,87270568.18,78410214.0,EUR,737056.01,,,S,,,,2018.0,5000034087.0,1.0,,2022-03-23,09:28:56,87270568.18,,78410214.0,000000006666666725,1000.0,,,,I0,,,,784102.14,USD,,,2018-11-30,,,MOUNIKAPALI,,,,,,784102.14,78410214.0,750.0,,,,,,,,737056.01,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038249,10,,2,2018.0,5105631991,1,Q,,2018-11-22,651975.0,651975.0,7691870.66,6910935.0,EUR,649627.89,,,S,,,,2018.0,5000034166.0,1.0,,2022-03-23,09:28:53,7691870.66,,6910935.0,000000006666666726,1000.0,,,,I0,,,,691093.5,USD,,,2018-11-22,,,MOUNIKAPALI,,,,,,691093.5,6910935.0,750.0,,,,,,,,649627.89,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038303,10,,2,2018.0,5105632016,1,Q,,2018-11-30,483037.0,483037.0,56987739.19,51201922.0,EUR,481298.07,,,S,,,,2018.0,5000034170.0,1.0,,2022-03-23,09:28:56,56987739.19,,51201922.0,000000006666666726,1000.0,,,,I0,,,,512019.22,USD,,,2018-11-30,,,MOUNIKAPALI,,,,,,512019.22,51201922.0,750.0,,,,,,,,481298.07,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038896,10,,2,2018.0,5105631973,1,Q,,2018-11-20,1707629.0,1707629.0,201462654.16,181008674.0,EUR,1701481.54,,,S,,,,2018.0,5000034196.0,1.0,,2022-03-23,09:28:50,201462654.16,,181008674.0,000000006666666723,1000.0,,,,I0,,,,1810086.74,USD,,,2018-11-20,,,MOUNIKAPALI,,,,,,1810086.74,181008674.0,750.0,,,,,,,,1701481.54,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038897,10,,2,2018.0,5105631968,1,Q,,2018-11-25,1906543.0,1906543.0,224930130.05,202093558.0,EUR,1899679.45,,,S,,,,2018.0,5000034195.0,1.0,,2022-03-23,09:28:49,224930130.05,,202093558.0,000000006666666723,1000.0,,,,I0,,,,2020935.58,USD,,,2018-11-25,,,MOUNIKAPALI,,,,,,2020935.58,202093558.0,750.0,,,,,,,,1899679.45,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038899,10,,2,2018.0,5105632049,1,Q,,2018-11-13,1700229.0,1700229.0,200589616.96,180224274.0,EUR,1694108.18,,,S,,,,2018.0,5000034193.0,1.0,,2022-03-23,09:29:01,200589616.96,,180224274.0,000000006666666723,1000.0,,,,I0,,,,1802242.74,USD,,,2018-11-13,,,MOUNIKAPALI,,,,,,1802242.74,180224274.0,750.0,,,,,,,,1694108.18,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038952,10,,2,2018.0,5105631974,1,Q,,2018-11-20,1504175.0,1504175.0,17745955.82,15944255.0,EUR,1498759.97,,,S,,,,2018.0,5000034199.0,1.0,,2022-03-23,09:28:50,17745955.82,,15944255.0,000000006666666723,1000.0,,,,I0,,,,1594425.5,USD,,,2018-11-20,,,MOUNIKAPALI,,,,,,1594425.5,15944255.0,750.0,,,,,,,,1498759.97,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500039556,10,,2,2018.0,5105631969,1,Q,,2018-11-25,1814710.0,1814710.0,21409585.64,19235926.0,EUR,1808177.04,,,S,,,,2018.0,5000034242.0,1.0,,2022-03-23,09:28:50,21409585.64,,19235926.0,000000006666666724,1000.0,,,,I0,,,,1923592.6,USD,,,2018-11-25,,,MOUNIKAPALI,,,,,,1923592.6,19235926.0,750.0,,,,,,,,1808177.04,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500039558,10,,2,2018.0,5105632038,1,Q,,2018-11-27,1899347.0,1899347.0,224081160.37,201330782.0,EUR,1892509.35,,,S,,,,2018.0,5000034240.0,1.0,,2022-03-23,09:29:00,224081160.37,,201330782.0,000000006666666724,1000.0,,,,I0,,,,2013307.82,USD,,,2018-11-27,,,MOUNIKAPALI,,,,,,2013307.82,201330782.0,750.0,,,,,,,,1892509.35,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500039559,10,,2,2018.0,5105632037,1,Q,,2018-11-27,2016310.0,2016310.0,23788022.12,21372886.0,EUR,2009051.28,,,S,,,,2018.0,5000034239.0,1.0,,2022-03-23,09:28:59,23788022.12,,21372886.0,000000006666666724,1000.0,,,,I0,,,,2137288.6,USD,,,2018-11-27,,,MOUNIKAPALI,,,,,,2137288.6,21372886.0,750.0,,,,,,,,2009051.28,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500042751,10,,2,2018.0,5105631992,1,Q,,2018-11-22,1295791.0,1295791.0,152874830.6,137353846.0,EUR,1291126.15,,,S,,,,2018.0,5000034404.0,1.0,,2022-03-23,09:28:53,152874830.6,,137353846.0,000000006666666728,1000.0,,,,I0,,,,1373538.46,USD,,,2018-11-22,,,MOUNIKAPALI,,,,,,1373538.46,137353846.0,750.0,,,,,,,,1291126.15,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:04.533586+00:00
250,4500038894,10,,2,2018.0,5105632085,1,Q,,2018-11-12,1700587.0,1700587.0,200631853.09,180262222.0,EUR,1694464.89,,,S,,,,2018.0,5000034198.0,1.0,,2022-03-23,09:29:06,200631853.09,,180262222.0,000000006666666723,1000.0,,,,I0,,,,1802622.22,USD,,,2018-11-12,,,MOUNIKAPALI,,,,,,1802622.22,180262222.0,750.0,,,,,,,,1694464.89,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:06.944952+00:00
250,4500038246,10,,2,2018.0,5105632088,1,Q,,2018-11-12,618288.0,618288.0,72944381.66,65538528.0,EUR,616062.16,,,S,,,,2018.0,5000034169.0,1.0,,2022-03-23,09:29:07,72944381.66,,65538528.0,000000006666666726,1000.0,,,,I0,,,,655385.28,USD,,,2018-11-12,,,MOUNIKAPALI,,,,,,655385.28,65538528.0,750.0,,,,,,,,616062.16,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:07.522402+00:00
250,4500037308,10,,2,2018.0,5105632112,1,Q,,2018-11-19,1215934.0,1215934.0,143453461.45,128889004.0,EUR,1211556.64,,,S,,,,2018.0,5000034086.0,1.0,,2022-03-23,09:29:10,143453461.45,,128889004.0,000000006666666725,1000.0,,,,I0,,,,1288890.04,USD,,,2018-11-19,,,MOUNIKAPALI,,,,,,1288890.04,128889004.0,750.0,,,,,,,,1211556.64,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:10.817321+00:00
250,4500038248,10,,2,2018.0,5105632121,1,Q,,2018-11-15,626587.0,626587.0,73923481.09,66418222.0,EUR,624331.29,,,S,,,,2018.0,5000034167.0,1.0,,2022-03-23,09:29:11,73923481.09,,66418222.0,000000006666666726,1000.0,,,,I0,,,,664182.22,USD,,,2018-11-15,,,MOUNIKAPALI,,,,,,664182.22,66418222.0,750.0,,,,,,,,624331.29,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:12.155220+00:00
250,4500038901,10,,2,2018.0,5105632129,1,Q,,2018-11-16,1830220.0,1830220.0,21592569.52,19400332.0,EUR,1823631.21,,,S,,,,2018.0,5000034191.0,1.0,,2022-03-23,09:29:12,21592569.52,,19400332.0,000000006666666723,1000.0,,,,I0,,,,1940033.2,USD,,,2018-11-16,,,MOUNIKAPALI,,,,,,1940033.2,19400332.0,750.0,,,,,,,,1823631.21,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:13.120681+00:00
250,4500037315,10,,2,2018.0,5105632143,1,Q,,2018-11-17,1229149.0,1229149.0,145012540.72,130289794.0,EUR,1224724.06,,,S,,,,2018.0,5000034126.0,1.0,,2022-03-23,09:29:14,145012540.72,,130289794.0,000000006666666725,1000.0,,,,I0,,,,1302897.94,USD,,,2018-11-17,,,MOUNIKAPALI,,,,,,1302897.94,130289794.0,750.0,,,,,,,,1224724.06,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:15.141366+00:00
250,4500037321,10,,2,2018.0,5105632172,1,Q,,2018-10-05,1166667.0,1166667.0,137641039.33,123666702.0,EUR,1162467.0,,,S,,,,2018.0,5000034122.0,1.0,,2022-03-23,09:29:19,137641039.33,,123666702.0,000000006666666725,1000.0,,,,I0,,,,1236667.02,USD,,,2018-10-05,,,MOUNIKAPALI,,,,,,1236667.02,123666702.0,750.0,,,,,,,,1162467.0,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:19.357894+00:00
250,4500038256,10,,2,2018.0,5105632206,1,Q,,2018-10-10,963728.0,963728.0,113698701.98,102155168.0,EUR,960258.58,,,S,,,,2018.0,5000034161.0,1.0,,2022-03-23,09:29:24,113698701.98,,102155168.0,000000006666666726,1000.0,,,,I0,,,,1021551.68,USD,,,2018-10-10,,,MOUNIKAPALI,,,,,,1021551.68,102155168.0,750.0,,,,,,,,960258.58,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:24.355000+00:00
250,4500042754,10,,2,2018.0,5105632211,1,Q,,2018-10-10,1848927.0,1848927.0,218132709.61,195986262.0,EUR,1842270.86,,,S,,,,2018.0,5000034401.0,1.0,,2022-03-23,09:29:24,218132709.61,,195986262.0,000000006666666728,1000.0,,,,I0,,,,1959862.62,USD,,,2018-10-10,,,MOUNIKAPALI,,,,,,1959862.62,195986262.0,750.0,,,,,,,,1842270.86,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:25.181389+00:00
250,4500042752,10,,2,2018.0,5105632212,1,Q,,2018-10-10,1271425.0,1271425.0,15000017.87,13477105.0,EUR,1266847.87,,,S,,,,2018.0,5000034403.0,1.0,,2022-03-23,09:29:25,15000017.87,,13477105.0,000000006666666728,1000.0,,,,I0,,,,1347710.5,USD,,,2018-10-10,,,MOUNIKAPALI,,,,,,1347710.5,13477105.0,750.0,,,,,,,,1266847.87,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:25.181389+00:00
250,4500039728,10,,2,2018.0,5105632243,1,Q,,2018-10-05,1487705.0,1487705.0,17551646.05,15769673.0,EUR,1482349.26,,,S,,,,2018.0,5000034234.0,1.0,,2022-03-23,09:29:29,17551646.05,,15769673.0,000000006666666724,1000.0,,,,I0,,,,1576967.3,USD,,,2018-10-05,,,MOUNIKAPALI,,,,,,1576967.3,15769673.0,750.0,,,,,,,,1482349.26,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:29.765740+00:00
250,4500039557,10,,2,2018.0,5105632262,1,Q,,2018-10-02,1479321.0,1479321.0,174527332.94,156808026.0,EUR,1473995.44,,,S,,,,2018.0,5000034241.0,1.0,,2022-03-23,09:29:32,174527332.94,,156808026.0,000000006666666724,1000.0,,,,I0,,,,1568080.26,USD,,,2018-10-02,,,MOUNIKAPALI,,,,,,1568080.26,156808026.0,750.0,,,,,,,,1473995.44,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:32.566177+00:00
250,4500038247,10,,2,2018.0,5105632284,1,Q,,2018-10-01,486203.0,486203.0,57361257.53,51537518.0,EUR,484452.67,,,S,,,,2018.0,5000034168.0,1.0,,2022-03-23,09:29:35,57361257.53,,51537518.0,000000006666666726,1000.0,,,,I0,,,,515375.18,USD,,,2018-10-01,,,MOUNIKAPALI,,,,,,515375.18,51537518.0,750.0,,,,,,,,484452.67,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:35.624647+00:00
250,4500042765,10,,2,2018.0,5105632287,1,Q,,2018-10-01,1874294.0,1874294.0,221125457.53,198675164.0,EUR,1867546.54,,,S,,,,2018.0,5000034396.0,1.0,,2022-03-23,09:29:35,221125457.53,,198675164.0,000000006666666728,1000.0,,,,I0,,,,1986751.64,USD,,,2018-10-01,,,MOUNIKAPALI,,,,,,1986751.64,198675164.0,750.0,,,,,,,,1867546.54,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:36.014564+00:00
250,4500038902,10,,2,2018.0,5105632330,1,Q,,2018-10-03,1427662.0,1427662.0,168432707.44,151332172.0,EUR,1422522.42,,,S,,,,2018.0,5000034190.0,1.0,,2022-03-23,09:29:42,168432707.44,,151332172.0,000000006666666723,1000.0,,,,I0,,,,1513321.72,USD,,,2018-10-03,,,MOUNIKAPALI,,,,,,1513321.72,151332172.0,750.0,,,,,,,,1422522.42,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:42.151707+00:00
250,4500037316,10,,2,2018.0,5105632333,1,Q,,2018-10-03,764768.0,764768.0,90225799.1,81065408.0,EUR,762014.84,,,S,,,,2018.0,5000034125.0,1.0,,2022-03-23,09:29:42,90225799.1,,81065408.0,000000006666666725,1000.0,,,,I0,,,,810654.08,USD,,,2018-10-03,,,MOUNIKAPALI,,,,,,810654.08,81065408.0,750.0,,,,,,,,762014.84,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:42.690872+00:00
250,4500038257,10,,2,2018.0,5105632334,1,Q,,2018-10-03,733077.0,733077.0,86486958.31,77706162.0,EUR,730437.92,,,S,,,,2018.0,5000034160.0,1.0,,2022-03-23,09:29:42,86486958.31,,77706162.0,000000006666666726,1000.0,,,,I0,,,,777061.62,USD,,,2018-10-03,,,MOUNIKAPALI,,,,,,777061.62,77706162.0,750.0,,,,,,,,730437.92,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:42.868832+00:00
250,4500038255,10,,2,2018.0,5105632335,1,Q,,2018-10-03,962964.0,962964.0,113608566.79,102074184.0,EUR,959497.33,,,S,,,,2018.0,5000034162.0,1.0,,2022-03-23,09:29:42,113608566.79,,102074184.0,000000006666666726,1000.0,,,,I0,,,,1020741.84,USD,,,2018-10-03,,,MOUNIKAPALI,,,,,,1020741.84,102074184.0,750.0,,,,,,,,959497.33,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:43.059591+00:00
250,4500037319,10,,2,2018.0,5105632395,1,Q,,2018-10-23,979007.0,979007.0,115501287.85,103774742.0,EUR,975482.57,,,S,,,,2018.0,5000034124.0,1.0,,2022-03-23,09:29:51,115501287.85,,103774742.0,000000006666666725,1000.0,,,,I0,,,,1037747.42,USD,,,2018-10-23,,,MOUNIKAPALI,,,,,,1037747.42,103774742.0,750.0,,,,,,,,975482.57,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500038250,10,,2,2018.0,5105632365,1,Q,,2018-10-20,862453.0,862453.0,101750480.03,91420018.0,EUR,859348.17,,,S,,,,2018.0,5000034165.0,1.0,,2022-03-23,09:29:47,101750480.03,,91420018.0,000000006666666726,1000.0,,,,I0,,,,914200.18,USD,,,2018-10-20,,,MOUNIKAPALI,,,,,,914200.18,91420018.0,750.0,,,,,,,,859348.17,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500038253,10,,2,2018.0,5105632406,1,Q,,2018-10-24,850014.0,850014.0,100282951.69,90101484.0,EUR,846953.95,,,S,,,,2018.0,5000034163.0,1.0,,2022-03-23,09:29:53,100282951.69,,90101484.0,000000006666666726,1000.0,,,,I0,,,,901014.84,USD,,,2018-10-24,,,MOUNIKAPALI,,,,,,901014.84,90101484.0,750.0,,,,,,,,846953.95,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500038898,10,,2,2018.0,5105632370,1,Q,,2018-10-16,1024508.0,1024508.0,120869404.82,108597848.0,EUR,1020819.77,,,S,,,,2018.0,5000034194.0,1.0,,2022-03-23,09:29:47,120869404.82,,108597848.0,000000006666666723,1000.0,,,,I0,,,,1085978.48,USD,,,2018-10-16,,,MOUNIKAPALI,,,,,,1085978.48,108597848.0,750.0,,,,,,,,1020819.77,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500038903,10,,2,2018.0,5105632369,1,Q,,2018-10-16,1691347.0,1691347.0,199541736.37,179282782.0,EUR,1685258.15,,,S,,,,2018.0,5000034189.0,1.0,,2022-03-23,09:29:47,199541736.37,,179282782.0,000000006666666723,1000.0,,,,I0,,,,1792827.82,USD,,,2018-10-16,,,MOUNIKAPALI,,,,,,1792827.82,179282782.0,750.0,,,,,,,,1685258.15,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500042755,10,,2,2018.0,5105632375,1,Q,,2018-10-16,1412322.0,1412322.0,166622924.92,149706132.0,EUR,1407237.64,,,S,,,,2018.0,5000034400.0,1.0,,2022-03-23,09:29:48,166622924.92,,149706132.0,000000006666666728,1000.0,,,,I0,,,,1497061.32,USD,,,2018-10-16,,,MOUNIKAPALI,,,,,,1497061.32,149706132.0,750.0,,,,,,,,1407237.64,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.512931+00:00
250,4500042758,10,,2,2018.0,5105632407,1,Q,,2018-10-24,1756689.0,1756689.0,207250654.84,186209034.0,EUR,1750364.92,,,S,,,,2018.0,5000034398.0,1.0,,2022-03-23,09:29:53,207250654.84,,186209034.0,000000006666666728,1000.0,,,,I0,,,,1862090.34,USD,,,2018-10-24,,,MOUNIKAPALI,,,,,,1862090.34,186209034.0,750.0,,,,,,,,1750364.92,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.801429+00:00
250,4500042753,10,,2,2018.0,5105632408,1,Q,,2018-10-24,973602.0,973602.0,114863616.76,103201812.0,EUR,970097.03,,,S,,,,2018.0,5000034402.0,1.0,,2022-03-23,09:29:53,114863616.76,,103201812.0,000000006666666728,1000.0,,,,I0,,,,1032018.12,USD,,,2018-10-24,,,MOUNIKAPALI,,,,,,1032018.12,103201812.0,750.0,,,,,,,,970097.03,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:29:54.801429+00:00
