mandt,kokrs,kostl,datbi,datab,bkzkp,pkzkp,bukrs,gsber,kosar,verak,verak_user,waers,kalsm,txjcd,prctr,werks,logsystem,ersda,usnam,bkzks,bkzer,bkzob,pkzks,pkzer,vmeth,mgefl,abtei,nkost,kvewe,kappl,koszschl,land1,anred,name1,name2,name3,name4,ort01,ort02,stras,pfach,pstlz,pstl2,regio,spras,telbx,telf1,telf2,telfx,teltx,telx1,datlt,drnam,khinr,cckey,kompl,stakz,objnr,funkt,afunk,cpi_templ,cpd_templ,func_area,sci_templ,scd_templ,ski_templ,skd_templ,vname,recid,etype,jv_otype,jv_jibcl,jv_jibsa,ferc_ind,operation_flag,is_deleted,recordstamp
800,1000,T-L18,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L18,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L19,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L19,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L20,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L20,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L21,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L21,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L22,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L22,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L23,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L23,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L24,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L24,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L25,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L25,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L26,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L26,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L27,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L27,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L28,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L28,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L29,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L29,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L30,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L30,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1000,9999-12-31,1994-01-01,,,2000,9900,4,Mixer,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2120,,X,,KS10002-1000,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1110,9999-12-31,1994-01-01,,,2000,9900,5,Richard,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2110,,X,,KS10002-1110,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1200,9999-12-31,1994-01-01,,,2000,9900,4,Martin,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2120,,X,,KS10002-1200,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1210,9999-12-31,1994-01-01,,,2000,9900,4,Nisch,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2120,,X,,KS10002-1210,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1220,9999-12-31,1994-01-01,,,2000,9900,4,Park,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2120,,X,,KS10002-1220,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-1230,9999-12-31,1994-01-01,,,2000,9900,4,Hildebrand,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,H2120,,X,,KS10002-1230,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-2100,9999-12-31,1994-01-01,,,2000,9900,4,Thomas,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,FI & Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,H2210,,X,,KS10002-2100,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-2200,9999-12-31,1994-01-01,,,2000,9900,4,Gilbert,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,FI & Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,H2220,,X,,KS10002-2200,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-2300,9999-12-31,1994-01-01,,,2000,9900,4,Becker,,GBP,,,0000001400,,,1994-11-09,KATO,,,,,,,X,FI & Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,H2230,,X,,KS10002-2300,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3100,9999-12-31,1997-01-01,,,2000,3000,3,Childress,,GBP,,,0000001000,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2310,,X,,KS10002-3100,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3100,1996-12-31,1994-01-01,,,2000,4000,3,Childress,,GBP,,,0000002100,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2310,,X,,KS10002-3100,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3110,1996-12-31,1994-01-01,,,2000,4000,3,Baller,,GBP,,,0000002100,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2310,,X,,KS10002-3110,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3110,9999-12-31,1997-01-01,,,2000,1000,3,Baller,,GBP,,,0000001010,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2310,,X,,KS10002-3110,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3200,1996-12-31,1994-01-01,,,2000,9900,3,White,,GBP,,,0000002100,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2320,,X,,KS10002-3200,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-3200,9999-12-31,1997-01-01,,,2000,9900,3,White,,GBP,,,0000001402,,,1994-11-09,KATO,,,,,,,X,Sales & Mkt,,,,,,,,,,,,,,,,,,,,,,,,,,,H2320,,X,,KS10002-3200,,,,,300.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4100,1999-12-31,1999-01-01,,,2000,3000,2,blank1,,GBP,,,0000001600,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4100,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4100,9999-12-31,2000-01-01,,,2000,8000,2,blank1,,GBP,,,0000001600,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4100,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4100,1996-12-31,1994-01-01,,,2000,9900,2,blank1,,GBP,,,0000001600,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4100,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4100,1998-12-31,1997-01-01,,,2000,8000,2,blank1,,GBP,,,0000001600,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4100,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4120,1998-12-31,1994-01-01,,,2000,9900,2,blank1,,GBP,,,0000001400,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4120,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4120,1999-12-31,1999-01-01,,,2000,3000,2,blank1,,GBP,,,0000001600,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4120,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4120,9999-12-31,2000-01-01,,,2000,9900,2,blank1,,GBP,,,0000001400,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4120,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,2-4130,1998-12-31,1994-01-01,,,2000,9900,2,blank1,,GBP,,,0000001400,,,1994-11-09,KATO,,,,,,,X,Tech'l Dep't,,,,,,,,,,,,,,,,,,,,,,,,,,,H2410,,X,,KS10002-4130,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
