mandt,ebeln,bukrs,bstyp,bsart,bsakz,loekz,statu,aedat,ernam,pincr,lponr,lifnr,spras,zterm,zbd1t,zbd2t,zbd3t,zbd1p,zbd2p,ekorg,ekgrp,waers,wkurs,kufix,bedat,kdatb,kdate,bwbdt,angdt,bnddt,gwldt,ausnr,angnr,ihran,ihrez,verkf,telf1,llief,kunnr,konnr,abgru,autlf,weakt,reswk,lblif,inco1,inco2,ktwrt,submi,knumv,kalsm,stafo,lifre,exnum,unsez,logsy,upinc,stako,frggr,frgsx,frgke,frgzu,frgrl,lands,lphis,adrnr,stceg_l,stceg,absgr,addnr,kornr,memory,procstat,rlwrt,revno,scmproc,reason_code,memorytype,rettp,retpc,dptyp,dppct,dpamt,dpdat,msr_id,hierarchy_exists,threshold_exists,legal_contract,description,release_date,vsart,handoverloc,shipcond,incov,inco2_l,inco3_l,externalsystem,externalreferenceid,ext_rev_tmstmp,force_id,force_cnt,reloc_id,reloc_seq_id,source_logsys,fsh_transaction,fsh_item_group,fsh_vas_last_item,fsh_os_stg_change,vzskz,fsh_snst_status,pohf_type,eq_eindt,eq_werks,fixpo,ekgrp_allow,werks_allow,contract_allow,pstyp_allow,fixpo_allow,key_id_allow,aurel_allow,delper_allow,eindt_allow,ltsnr_allow,otb_level,otb_cond_type,key_id,otb_value,otb_curr,otb_res_value,otb_spec_value,spr_rsn_profile,budg_type,otb_status,otb_reason,check_type,con_otb_req,con_prebook_lev,con_distr_lev,operation_flag,is_deleted,recordstamp
250,4500063646,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063655,RM0000,SAP,,4906.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.952035+00:00
250,4500063647,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063656,RM0000,SAP,,4907.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.952035+00:00
250,4500063648,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063657,RM0000,SAP,,4908.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.952035+00:00
250,4500063649,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063658,RM0000,SAP,,4909.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:19.203587+00:00
250,4500064602,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064611,RM0000,SAP,,5083.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:38.575304+00:00
250,4500064603,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064612,RM0000,SAP,,5084.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:38.575304+00:00
250,4500064604,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064613,RM0000,SAP,,5085.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:38.575304+00:00
250,4500064605,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064614,RM0000,SAP,,5086.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:38.826606+00:00
250,4500064878,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064887,RM0000,SAP,,5126.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:45:00.930496+00:00
250,4500064879,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064888,RM0000,SAP,,5127.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:45:01.231697+00:00
250,4500064940,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064949,RM0000,SAP,,5188.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:45:06.570051+00:00
250,4500064941,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064950,RM0000,SAP,,5189.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:45:06.570051+00:00
250,4500058240,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058249,RM0000,SAP,,2772.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:42.175784+00:00
250,4500058241,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058250,RM0000,SAP,,2773.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:42.175784+00:00
250,4500058242,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058251,RM0000,SAP,,2774.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:42.479098+00:00
250,4500058243,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058252,RM0000,SAP,,2775.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:42.479098+00:00
250,4500058432,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058441,RM0000,SAP,,2906.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:59.095392+00:00
250,4500058433,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058442,RM0000,SAP,,2907.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:59.352914+00:00
250,4500058434,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058443,RM0000,SAP,,2908.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:59.352914+00:00
250,4500058435,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000058444,RM0000,SAP,,2909.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:59.352914+00:00
250,4500061872,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000061881,RM0000,SAP,,4337.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:50.604948+00:00
250,4500061873,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000061882,RM0000,SAP,,4338.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:50.604948+00:00
250,4500061874,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000061883,RM0000,SAP,,4339.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:50.604948+00:00
250,4500061875,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000061884,RM0000,SAP,,4340.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:50.835650+00:00
250,4500063574,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063583,RM0000,SAP,,4834.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:12.672037+00:00
250,4500063575,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063584,RM0000,SAP,,4835.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:12.672037+00:00
250,4500063576,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063585,RM0000,SAP,,4836.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:12.672037+00:00
250,4500063577,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063586,RM0000,SAP,,4837.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:12.901404+00:00
250,4500063581,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063590,RM0000,SAP,,4841.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:13.130457+00:00
250,4500063642,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063651,RM0000,SAP,,4902.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.478995+00:00
250,4500063643,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063652,RM0000,SAP,,4903.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.478995+00:00
250,4500063644,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000063653,RM0000,SAP,,4904.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:18.706964+00:00
250,4500064534,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000064543,RM0000,SAP,,5015.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:32.523156+00:00
250,4500064535,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000064544,RM0000,SAP,,5016.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:32.788834+00:00
250,4500064536,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000064545,RM0000,SAP,,5017.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:32.788834+00:00
250,4500064537,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1000064546,RM0000,SAP,,5018.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:32.788834+00:00
250,4500058076,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058085,RM0000,SAP,,2645.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:27.722620+00:00
250,4500058077,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058086,RM0000,SAP,,2646.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:27.722620+00:00
250,4500058078,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058087,RM0000,SAP,,2647.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:27.962742+00:00
250,4500058079,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058088,RM0000,SAP,,2648.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:27.962742+00:00
250,4500058144,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058153,RM0000,SAP,,2708.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:33.883229+00:00
250,4500058145,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058154,RM0000,SAP,,2709.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:33.883229+00:00
250,4500058146,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058155,RM0000,SAP,,2710.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:33.883229+00:00
250,4500058147,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058156,RM0000,SAP,,2711.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:34.164864+00:00
250,4500061776,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061785,RM0000,SAP,,4241.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:41.797285+00:00
250,4500061777,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061786,RM0000,SAP,,4242.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:42.046016+00:00
250,4500061778,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061787,RM0000,SAP,,4243.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:42.046016+00:00
250,4500061779,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061788,RM0000,SAP,,4244.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:42.262384+00:00
250,4500063286,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063295,RM0000,SAP,,4708.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:42:48.408586+00:00
250,4500063287,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063296,RM0000,SAP,,4709.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:42:48.622514+00:00
250,4500063450,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063459,RM0000,SAP,,4710.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:01.769279+00:00
250,4500063478,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063487,RM0000,SAP,,4738.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:04.390789+00:00
250,4500063479,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063488,RM0000,SAP,,4739.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:04.390789+00:00
250,4500063480,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063489,RM0000,SAP,,4740.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:04.390789+00:00
250,4500063481,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063490,RM0000,SAP,,4741.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:04.621401+00:00
250,4500063613,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000063622,RM0000,SAP,,4873.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:43:16.006565+00:00
250,4500064698,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1000064707,RM0000,SAP,,5108.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:44:46.555590+00:00
