rclnt,ryear,docnr,rldnr,rbukrs,docln,activ,rmvct,rtcur,runit,awtyp,rrcty,rvers,logsys,racct,cost_elem,rcntr,prctr,rfarea,rbusa,kokrs,segment,scntr,pprctr,sfarea,sbusa,rassc,psegment,tsl,hsl,ksl,osl,msl,wsl,drcrk,poper,rwcur,gjahr,budat,belnr,buzei,bschl,bstat,linetype,xsplitmod,usnam,timestamp,operation_flag,is_deleted,recordstamp
50,2022,4900000056,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01ELHE01,,,C001,,,US01ELHE01,,,,,2000.0,2000.0,,,10.0,2000.0,S,1,USD,2022,2022-01-24,4900000056,1,89,,6000,,PRATIM,20220124170923.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000023,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-11,4900000023,1,99,,6000,,SATISHE,20220111115746.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000015,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-10,4900000015,1,99,,6000,X,SATISHE,20220110101246.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000045,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PSFD01,,,C001,,,,,,,,-8.0,-8.0,,,-2.0,-8.0,H,1,USD,2022,2022-01-12,4900000045,1,99,,6000,,SATISHE,20220112111551.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000024,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-11,4900000024,1,99,,6000,,SATISHE,20220111123418.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000021,0L,C001,11,RMWA,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-5000.0,-5000.0,,,-10.0,-5000.0,S,1,USD,2022,2022-01-11,4900000021,11,99,,6000,X,SATISHE,20220111104445.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000035,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-11,4900000035,1,99,,6000,,SATISHE,20220111230848.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000051,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC09,,,C001,,,,,,,,-800.0,-800.0,,,-2.0,-800.0,H,1,USD,2022,2022-01-16,4900000051,1,99,,6000,,SATISHE,20220117062454.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000012,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,1.0,1.0,,,5.0,1.0,S,1,USD,2022,2022-01-09,4900000012,1,89,,6000,X,SATISHE,20220110054634.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000021,0L,C001,7,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PSFD02,,,C001,,,US01PSFD02,,,,,-40.0,-40.0,,,-10.0,-40.0,S,1,USD,2022,2022-01-11,4900000021,7,99,,6000,,SATISHE,20220111104445.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000004,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,US01SALES,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-05,4900000004,1,99,,6000,X,SATISHE,20220105181532.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000048,0L,C001,5,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PSFD01,,,C001,,,US01PSFD01,,,,,40.0,40.0,,,10.0,40.0,S,1,USD,2022,2022-01-16,4900000048,5,89,,6000,,SATISHE,20220117051401.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000046,0L,C001,3,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC10,,,C001,,,,,,,,-1000.0,-1000.0,,,-2.0,-1000.0,H,1,USD,2022,2022-01-12,4900000046,3,99,,6000,,SATISHE,20220112111725.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000048,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,US01PGHP01,,,,,200.0,200.0,,,10.0,200.0,S,1,USD,2022,2022-01-16,4900000048,1,89,,6000,,SATISHE,20220117051401.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000043,0L,C001,3,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC10,,,C001,,,,,,,,-1000.0,-1000.0,,,-2.0,-1000.0,H,1,USD,2022,2022-01-11,4900000043,3,99,,6000,,SATISHE,20220112010602.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000022,0L,C001,7,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PSFD02,,,C001,,,US01PSFD02,,,,,40.0,40.0,,,10.0,40.0,S,1,USD,2022,2022-01-11,4900000022,7,89,,6000,,SATISHE,20220111105851.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000036,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-11,4900000036,1,99,,6000,,SATISHE,20220111232059.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000041,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-11,4900000041,1,99,,6000,,SATISHE,20220112004715.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000044,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-12,4900000044,1,99,,6000,,SATISHE,20220112110449.0,L,False,2022-01-31 20:42:03.665140+00:00
