mandt,vbeln,ernam,erzet,erdat,bzirk,vstel,vkorg,lfart,autlf,kzazu,wadat,lddat,tddat,lfdat,kodat,ablad,inco1,inco2,expkz,route,faksk,lifsk,vbtyp,knfak,tpqua,tpgrp,lprio,vsbed,kunnr,kunag,kdgrp,stzkl,stzzu,btgew,ntgew,gewei,volum,voleh,anzpk,berot,lfuhr,grulg,lstel,tragr,fkarv,fkdat,perfk,routa,stafo,kalsm,knumv,waerk,vkbur,vbeak,zukrl,verur,commn,stwae,stcur,exnum,aenam,aedat,lgnum,lispl,vkoiv,vtwiv,spaiv,fkaiv,pioiv,fkdiv,kuniv,kkber,knkli,grupp,sbgrp,ctlpc,cmwae,amtbl,bolnr,lifnr,traty,traid,cmfre,cmngv,xabln,bldat,wadat_ist,trspg,tpsid,lifex,ternr,kalsm_ch,klief,kalsp,knump,netwr,aulwe,werks,lcnum,abssc,kouhr,tduhr,lduhr,wauhr,lgtor,lgbzo,akwae,akkur,akprz,proli,xblnr,handle,tsegfl,tsegtp,tzonis,tzonrc,cont_dg,verursys,kzwab,vlstk,tcode,vsart,trmtyp,sdabw,vbund,xwoff,dirta,prvbe,folar,podat,potim,vganz,imwrk,spe_loekz,spe_loc_seq,spe_acc_app_sts,spe_shp_inf_sts,spe_ret_canc,spe_wauhr_ist,spe_wazone_ist,spe_rev_vlstk,spe_le_scenario,spe_orig_sys,spe_chng_sys,spe_georoute,spe_georouteind,spe_carrier_ind,spe_gts_rel,spe_gts_rt_cde,spe_rel_tmstmp,spe_unit_system,spe_inv_bfr_gi,spe_qi_status,spe_red_ind,sakes,spe_lifex_type,spe_ttype,spe_pro_number,loc_guid,spe_billing_ind,printer_profile,msr_active,prtnr,stge_loc_change,tm_ctrl_key,dlv_split_initia,dlv_version,handoverloc,handoverdate,handovertime,handovertzone,incov,inco2_l,inco3_l,bev1_luleinh,bev1_rpfaess,bev1_rpkist,bev1_rpcont,bev1_rpsonst,bev1_rpflgnr,borgr_grp,fsh_transaction,fsh_vas_last_item,fsh_vas_cg,operation_flag,is_deleted,recordstamp
250,180000964,MOUNIKAPALI,06:19:39,2022-03-02,,,,EL,,X,,,,2022-03-01,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joclXUwYrS5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-02 06:19:44.071958+00:00
250,180000965,MOUNIKAPALI,06:27:00,2022-03-02,,,,EL,,X,,,,2022-02-28,,,FOB,Free On Onboard,,,,,7.0,,,,,,,,,,,,10.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000163605,,,,,,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joclZYKAaA5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-02 06:27:09.131806+00:00
250,180000966,MOUNIKAPALI,06:27:31,2022-03-02,,,,EL,,X,,,,2022-02-28,,,FOB,Free On Onboard,,,,,7.0,,,,,,,,,,,,10.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000163605,,,,,,2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joclZh4VFn5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-02 06:27:40.042793+00:00
250,180002975,MOUNIKAPALI,08:28:29,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO86FuY5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:30.577427+00:00
250,180002976,MOUNIKAPALI,08:28:29,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO86FuabAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:30.577427+00:00
250,180002977,MOUNIKAPALI,08:28:30,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO86Fud5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:30.577427+00:00
250,180002991,MOUNIKAPALI,08:28:31,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO8gqu{5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:31.708608+00:00
250,180003001,MOUNIKAPALI,08:28:32,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO8gqvN5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:33.048037+00:00
250,180003002,MOUNIKAPALI,08:28:32,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO8gqvPbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:33.048037+00:00
250,180003009,MOUNIKAPALI,08:28:33,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9GaWobAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:33.786487+00:00
250,180003020,MOUNIKAPALI,08:28:34,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9GaXE5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:35.088971+00:00
250,180003021,MOUNIKAPALI,08:28:34,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9GaXGbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:35.088971+00:00
250,180003022,MOUNIKAPALI,08:28:34,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9GaXJ5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:35.088971+00:00
250,180003029,MOUNIKAPALI,08:28:35,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9sj8nbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:36.031488+00:00
250,180003031,MOUNIKAPALI,08:28:35,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYO9sj8sbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:36.031488+00:00
250,180003042,MOUNIKAPALI,08:28:37,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOAT2h6bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:37.269205+00:00
250,180003043,MOUNIKAPALI,08:28:37,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOAT2h95Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:37.269205+00:00
250,180003044,MOUNIKAPALI,08:28:37,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOAT2hBbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:37.591351+00:00
250,180003051,MOUNIKAPALI,08:28:37,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOAT2hT5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:38.212081+00:00
250,180003060,MOUNIKAPALI,08:28:38,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOAT2hpbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:39.219820+00:00
250,180003061,MOUNIKAPALI,08:28:39,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOB2pxPbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:39.219820+00:00
250,180003062,MOUNIKAPALI,08:28:39,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOB2pxS5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:39.219820+00:00
250,180003069,MOUNIKAPALI,08:28:39,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOB2pxjbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:40.210632+00:00
250,180003080,MOUNIKAPALI,08:28:41,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOBeo9PbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:41.187363+00:00
250,180003081,MOUNIKAPALI,08:28:41,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOBeo9S5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:41.505389+00:00
250,180003082,MOUNIKAPALI,08:28:41,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOBeo9UbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:41.505389+00:00
250,180003096,MOUNIKAPALI,08:28:42,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOBeoA1bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:43.185664+00:00
250,180003097,MOUNIKAPALI,08:28:42,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOBeoA45Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:43.185664+00:00
250,180003098,MOUNIKAPALI,08:28:43,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCF8OjbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:43.185664+00:00
250,180003105,MOUNIKAPALI,08:28:43,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCF8O}5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:44.085305+00:00
250,180003116,MOUNIKAPALI,08:28:44,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCF8PQbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:45.063406+00:00
250,180003117,MOUNIKAPALI,08:28:45,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCrI60bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:45.400235+00:00
250,180003123,MOUNIKAPALI,08:28:45,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCrI6FbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:46.035202+00:00
250,180003134,MOUNIKAPALI,08:28:46,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCrI6h5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:47.276217+00:00
250,180003135,MOUNIKAPALI,08:28:46,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOCrI6jbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:47.276217+00:00
250,180003136,MOUNIKAPALI,08:28:47,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYODRaRWbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:47.276217+00:00
250,180003143,MOUNIKAPALI,08:28:47,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYODRaRo5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:48.002514+00:00
250,180003147,MOUNIKAPALI,08:28:48,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYODRaRy5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:48.337505+00:00
250,180003156,MOUNIKAPALI,08:28:49,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOE20Wd5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:49.266965+00:00
250,180003157,MOUNIKAPALI,08:28:49,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOE20WfbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:49.591254+00:00
250,180003158,MOUNIKAPALI,08:28:49,2022-03-10,,,,EL,,X,,,,2019-01-08,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,75.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joeYOE20Wi5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-10 08:28:49.591254+00:00
