mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
250,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KR01,Country Template KR,Seoul,KR,KRW,E,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,KR01,Country Template KR,Seoul,KR,KRW,E,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KZ01,Country Template KZ,Astana,KZ,KZT,E,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,KZ01,Country Template KZ,Astana,KZ,KZT,E,CAKZ,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
