mandt,ebeln,ebelp,loekz,statu,aedat,txz01,matnr,ematn,bukrs,werks,lgort,bednr,matkl,infnr,idnlf,ktmng,menge,meins,bprme,bpumz,bpumn,umrez,umren,netpr,peinh,netwr,brtwr,agdat,webaz,mwskz,bonus,insmk,spinf,prsdr,schpr,mahnz,mahn1,mahn2,mahn3,uebto,uebtk,untto,bwtar,bwtty,abskz,agmem,elikz,erekz,pstyp,knttp,kzvbr,vrtkz,twrkz,wepos,weunb,repos,webre,kzabs,labnr,konnr,ktpnr,abdat,abftz,etfz1,etfz2,kzstu,notkz,lmein,evers,zwert,navnw,abmng,prdat,bstyp,effwr,xoblr,kunnr,adrnr,ekkol,sktof,stafo,plifz,ntgew,gewei,txjcd,etdrk,sobkz,arsnr,arsps,insnc,ssqss,zgtyp,ean11,bstae,revlv,geber,fistl,fipos,ko_gsber,ko_pargb,ko_prctr,ko_pprctr,meprf,brgew,volum,voleh,inco1,inco2,vorab,kolif,ltsnr,packno,fplnr,gnetwr,stapo,uebpo,lewed,emlif,lblkz,satnr,attyp,vsart,handoverloc,kanba,adrn2,cuobj,xersy,eildt,drdat,druhr,drunr,aktnr,abeln,abelp,anzpu,punei,saiso,saisj,ebon2,ebon3,ebonf,mlmaa,mhdrz,anfnr,anfps,kzkfg,usequ,umsok,banfn,bnfpo,mtart,uptyp,upvor,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sikgr,mfzhi,ffzhi,retpo,aurel,bsgru,lfret,mfrgr,nrfhg,j_1bnbm,j_1bmatuse,j_1bmatorg,j_1bownpro,j_1bindust,abueb,nlabd,nfabd,kzbws,bonba,fabkz,j_1aindxp,j_1aidatep,mprof,eglkz,kztlf,kzfme,rdprf,techs,chg_srv,chg_fplnr,mfrpn,mfrnr,emnfr,novet,afnam,tzonrc,iprkz,lebre,berid,xconditions,apoms,ccomp,grant_nbr,fkber,status,reslo,kblnr,kblpos,weora,srv_bas_com,prio_urg,prio_req,empst,diff_invoice,trmrisk_relevant,creationdate,creationtime,spe_abgru,spe_crm_so,spe_crm_so_item,spe_crm_ref_so,spe_crm_ref_item,spe_crm_fkrel,spe_chng_sys,spe_insmk_src,spe_cq_ctrltype,spe_cq_nocq,reason_code,cqu_sar,anzsn,spe_ewm_dtc,exlin,exsnr,ehtyp,retpc,dptyp,dppct,dpamt,dpdat,fls_rsto,ext_rfx_number,ext_rfx_item,ext_rfx_system,srm_contract_id,srm_contract_itm,blk_reason_id,blk_reason_txt,itcons,fixmg,wabwe,cmpl_dlv_itm,inco2_l,inco3_l,externalreferenceid,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,sf_txjcd,bev1_negen_item,bev1_nedepfree,bev1_nestruccat,advcode,budget_pd,excpe,fmfgus_key,iuid_relevant,mrpind,sgt_scat,sgt_rcat,wrf_charstc1,wrf_charstc2,wrf_charstc3,refsite,serru,sernp,disub_sobkz,disub_pspnr,disub_kunnr,disub_vbeln,disub_posnr,disub_owner,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_atp_date,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_ss,fsh_grid_cond_rec,fsh_psm_pfm_split,cnfm_qty,fsh_pqr_uepos,ref_item,source_id,source_key,put_back,pol_id,cons_order,operation_flag,is_deleted,recordstamp
100,4500000024,10,,V,2022-03-18,Plant Based Dish washing gel 5L,C0000004,C0000004,C001,1000,,,01,5300000023.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,1000054.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP04,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000029.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,14:29:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000025,10,,V,2022-03-18,Flat LED TV,C0000059,C0000059,C001,1000,,,01,5300000024.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHE01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000031.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,15:13:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000026,10,,V,2022-03-18,Curved LED TV,C0000060,C0000060,C001,1000,,,01,5300000025.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHE02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000033.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,17:00:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000027,10,,V,2022-03-19,Windows Tower Desktop,C0000068,C0000068,C001,1000,,,01,5300000026.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000034.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:05:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000028,10,,V,2022-03-19,Windows Slimline Desktop,C0000069,C0000069,C001,1000,,,01,5300000027.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000035.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:27:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000029,10,,V,2022-03-19,Windows Nettop Desktop,C0000070,C0000070,C001,1000,,,01,5300000028.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000036.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:35:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
50,4500000030,10,,V,2022-04-13,Cool Hand wash,C0000016,C0000016,C001,1000,,,01,5300000032.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,500.0,,1000054.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGPC01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000037.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,05:49:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 05:49:05.803347+00:00
100,4500000030,10,,V,2022-04-13,Cool Hand wash,C0000016,C0000016,C001,1000,,,01,5300000032.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,500.0,,1000054.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGPC01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000037.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,05:49:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
50,4500000031,10,,V,2022-04-13,Flavored Yogurt,C0000034,C0000034,C001,1000,,,01,5300000033.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,1000.0,1000.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,1000.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSFD02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000038.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,06:10:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:10:46.446096+00:00
100,4500000031,10,,V,2022-04-13,Flavored Yogurt,C0000034,C0000034,C001,1000,,,01,5300000033.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,1000.0,1000.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,1000.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSFD02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000038.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,06:10:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
50,4500000032,10,,V,2022-04-13,Pure Fresh Juice,C0000044,C0000044,C001,1000,,,01,5300000034.0,,,6.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,600.0,600.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,600.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSBV01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000039.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,06:25:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:25:13.155225+00:00
100,4500000032,10,,V,2022-04-13,Pure Fresh Juice,C0000044,C0000044,C001,1000,,,01,5300000034.0,,,6.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,600.0,600.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-12,F,600.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSBV01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000039.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-04-13,06:25:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
50,4500000033,10,,V,2022-04-13,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C004,4000,,,01,5300000036.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-13,F,500.0,,1000057.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000042.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-04-13,08:09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 08:09:38.515125+00:00
100,4500000033,10,,V,2022-04-13,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C004,4000,,,01,5300000036.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-13,F,500.0,,1000057.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000042.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-04-13,08:09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
50,4500000006,10,,V,2022-01-25,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C003,3000,,,01,5300000003.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,30.0,1.0,300.0,300.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-25,F,300.0,,1000035.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000006.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-25,13:37:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000007,10,,V,2022-01-26,Plain non flavored Yogurt,C0000033,C0000033,C003,3000,,,01,5300000004.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-26,F,100.0,,1000033.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000008.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-26,19:14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000008,10,,V,2022-01-26,Windows Slimline Desktop,C0000069,C0000069,C003,3000,,,01,5300000005.0,,,12.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,1200.0,1200.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-26,F,1200.0,,1000033.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000009.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-26,19:39:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000009,10,,V,2022-01-31,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C004,4000,,,01,5300000010.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,30.0,1.0,300.0,300.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,300.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000010.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,21:58:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 21:58:05.588830+00:00
50,4500000010,10,,V,2022-01-31,Plain non flavored Yogurt,C0000033,C0000033,C004,4000,,,01,5300000011.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,100.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000011.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,21:59:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 21:59:33.155065+00:00
50,4500000011,10,,V,2022-01-31,Windows Slimline Desktop,C0000069,C0000069,C004,4000,,,01,5300000012.0,,,15.0,EA,EA,1.0,1.0,1.0,1.0,145.0,1.0,2175.0,2175.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,2175.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000012.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,22:00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 22:00:16.296709+00:00
50,4500000012,10,,V,2022-02-01,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C005,5000,,,01,5300000013.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,0.3,1.0,3.0,3.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000013.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:51:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:51:27.908849+00:00
50,4500000013,10,,V,2022-02-01,Plain non flavored Yogurt,C0000033,C0000033,C005,5000,,,01,5300000014.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,1.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000014.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:52:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:52:47.426484+00:00
50,4500000014,30,,V,2022-02-01,Windows Slimline Desktop,C0000069,C0000069,C005,5000,,,01,5300000015.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,2.0,1.0,20.0,20.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,20.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000015.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:54:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:54:31.751273+00:00
50,4500000015,10,,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,3000.0,3000.0,,,I1,,,C,X,,,,,,,,,,,,,,,0,C,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3000.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,07:11:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 07:11:57.745098+00:00
50,4500000015,10,,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,3000.0,3000.0,,,I1,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3000.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,07:11:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-02 07:18:05.264589+00:00
