mandt,vbeln,fkart,fktyp,vbtyp,waerk,vkorg,vtweg,kalsm,knumv,vsbed,fkdat,belnr,gjahr,poper,konda,kdgrp,bzirk,pltyp,inco1,inco2,expkz,rfbsk,mrnkz,kurrf,cpkur,valtg,valdt,zterm,zlsch,ktgrd,land1,regio,counc,cityc,bukrs,taxk1,taxk2,taxk3,taxk4,taxk5,taxk6,taxk7,taxk8,taxk9,netwr,zukri,ernam,erzet,erdat,stafo,kunrg,kunag,maber,stwae,exnum,stceg,aedat,sfakn,knuma,fkart_rl,fkdat_rl,kurst,mschl,mansp,spart,kkber,knkli,cmwae,cmkuf,hityp_pr,bstnk_vf,vbund,fkart_ab,kappl,landtx,stceg_h,stceg_l,xblnr,zuonr,mwsbk,logsys,fksto,xegdr,rplnr,lcnum,j_1afitp,kurrf_dat,akwae,akkur,kidno,bvtyp,numpg,bupla,vkont,fkk_docstat,nrzas,spe_billing_ind,vtref,fk_source_sys,fktyp_crm,stgrd,vbtyp_ext,j_1tpbupl,incov,inco2_l,inco3_l,glo_log_ref1_hd,dpc_rel,mndid,pay_type,sepon,mndvg,sppaym,sppord,operation_flag,is_deleted,recordstamp
800,90036893,LR,R,3,DEM,1000,10,RVAA01,75526,,1997-12-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,12200.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-12-31,,,,0,,,,,,,,,,,,,90036893,,1830.0,T90CLNT090,,,,,,1997-12-31,,,90036893,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036963,LR,R,3,EUR,1000,10,RVAA01,75596,,2007-03-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180619.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-03-31,,,,0,,,,,,,,,,,,,90036963,,34317.65,T90CLNT090,,,,,,2007-03-31,,,90036963,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036956,LR,R,3,EUR,1000,10,RVAA01,75589,,2005-08-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,613033.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-08-31,,,,0,,,,,,,,,,,,,90036956,,98085.38,T90CLNT090,,,,,,2005-08-31,,,90036956,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036912,LR,R,3,EUR,1000,10,RVAA01,75545,,2001-01-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,301970.2,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-01-31,,,,0,,,,,,,,,,,,,90036912,,48315.23,T90CLNT090,,,,,,2001-01-31,,,90036912,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036968,LR,R,3,EUR,1000,10,RVAA01,75601,,2007-08-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,191642.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-08-31,,,,0,,,,,,,,,,,,,90036968,,36412.02,T90CLNT090,,,,,,2007-08-31,,,90036968,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036965,LR,R,3,EUR,1000,10,RVAA01,75598,,2007-05-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,171528.5,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-05-31,,,,0,,,,,,,,,,,,,90036965,,32590.41,T90CLNT090,,,,,,2007-05-31,,,90036965,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036946,LR,R,3,EUR,1000,10,RVAA01,75579,,2004-06-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,72890.4,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-06-30,,,,0,,,,,,,,,,,,,90036946,,11662.46,T90CLNT090,,,,,,2004-06-30,,,90036946,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036972,LR,R,3,EUR,1000,10,RVAA01,75605,,2007-12-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,179463.3,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2007-12-31,,,,0,,,,,,,,,,,,,90036972,,34098.03,T90CLNT090,,,,,,2007-12-31,,,90036972,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036914,LR,R,3,EUR,1000,10,RVAA01,75547,,2001-03-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,233301.9,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-03-31,,,,0,,,,,,,,,,,,,90036914,,37328.3,T90CLNT090,,,,,,2001-03-31,,,90036914,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036967,LR,R,3,EUR,1000,10,RVAA01,75600,,2007-07-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,190517.6,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-07-31,,,,0,,,,,,,,,,,,,90036967,,36198.34,T90CLNT090,,,,,,2007-07-31,,,90036967,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036955,LR,R,3,EUR,1000,10,RVAA01,75588,,2005-07-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,197494.8,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-07-31,,,,0,,,,,,,,,,,,,90036955,,31599.17,T90CLNT090,,,,,,2005-07-31,,,90036955,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036962,LR,R,3,EUR,1000,10,RVAA01,75595,,2007-02-28,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,190384.8,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-02-28,,,,0,,,,,,,,,,,,,90036962,,36173.12,T90CLNT090,,,,,,2007-02-28,,,90036962,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036947,LR,R,3,EUR,1000,10,RVAA01,75580,,2004-09-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,229348.8,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-09-30,,,,0,,,,,,,,,,,,,90036947,,36695.81,T90CLNT090,,,,,,2004-09-30,,,90036947,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036915,LR,R,3,EUR,1000,10,RVAA01,75548,,2001-04-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,545761.9,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-04-30,,,,0,,,,,,,,,,,,,90036915,,87321.9,T90CLNT090,,,,,,2001-04-30,,,90036915,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036950,LR,R,3,EUR,1000,10,RVAA01,75583,,2004-12-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,528542.0,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-12-31,,,,0,,,,,,,,,,,,,90036950,,84566.72,T90CLNT090,,,,,,2004-12-31,,,90036950,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036960,LR,R,3,EUR,1000,10,RVAA01,75593,,2006-12-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,179463.3,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2006-12-31,,,,0,,,,,,,,,,,,,90036960,,28714.12,T90CLNT090,,,,,,2006-12-31,,,90036960,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036886,LR,R,3,DEM,1000,10,RVAA01,75519,,1997-05-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,477500.0,,MICHALSKY,11:18:49,2008-07-24,,1050,,,EUR,,,,,,LR,1997-05-31,,,,0,,,,,,,,,,,,,90036886,,71625.0,T90CLNT090,,,,,,1997-05-31,,,90036886,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036938,LR,R,3,EUR,1000,10,RVAA01,75571,,2003-10-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,596868.2,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-10-31,,,,0,,,,,,,,,,,,,90036938,,95498.91,T90CLNT090,,,,,,2003-10-31,,,90036938,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036944,LR,R,3,EUR,1000,10,RVAA01,75577,,2004-04-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-04-30,,,,0,,,,,,,,,,,,,90036944,,18432.9,T90CLNT090,,,,,,2004-04-30,,,90036944,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036932,LR,R,3,EUR,1000,10,RVAA01,75565,,2003-04-30,,0,0,,,,,,,,,,1.0,,0,,0001,,,,,,,1000,,,,,,,,,,24000.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-04-30,,,,0,,,,,,,,,,,,,90036932,,3840.0,T90CLNT090,,,,,,2003-04-30,,,90036932,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036900,LR,R,3,DEM,1000,10,RVAA01,75533,,1999-04-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1947882.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1999-04-30,,,,0,,,,,,,,,,,,,90036900,,311661.12,T90CLNT090,,,,,,1999-04-30,,,90036900,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036926,LR,R,3,EUR,1000,10,RVAA01,75559,,2002-04-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,576743.5,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-04-30,,,,0,,,,,,,,,,,,,90036926,,92278.96,T90CLNT090,,,,,,2002-04-30,,,90036926,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036976,LR,R,3,EUR,1000,10,RVAA01,75609,,2008-04-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180251.2,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-04-30,,,,0,,,,,,,,,,,,,90036976,,34247.74,T90CLNT090,,,,,,2008-04-30,,,90036976,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036884,LR,R,3,DEM,1000,10,RVAA01,75517,,1997-02-28,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,2880000.0,,MICHALSKY,11:18:47,2008-07-24,,1050,,,EUR,,,,,,LR,1997-02-28,,,,0,,,,,,,,,,,,,90036884,,432000.0,T90CLNT090,,,,,,1997-02-28,,,90036884,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036931,LR,R,3,EUR,1000,10,RVAA01,75564,,2003-04-08,,0,0,,,,,,,,,,1.0,,0,,0001,,,,,,,1000,,,,,,,,,,60000.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-04-08,,,,0,,,,,,,,,,,,,90036931,,9600.0,T90CLNT090,,,,,,2003-04-08,,,90036931,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036896,LR,R,3,DEM,1000,10,RVAA01,75529,,1998-10-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,322400.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1998-10-31,,,,0,,,,,,,,,,,,,90036896,,51584.0,T90CLNT090,,,,,,1998-10-31,,,90036896,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036888,LR,R,3,DEM,1000,10,RVAA01,75521,,1997-07-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,88000.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-07-31,,,,0,,,,,,,,,,,,,90036888,,13200.0,T90CLNT090,,,,,,1997-07-31,,,90036888,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036907,LR,R,3,DEM,1000,10,RVAA01,75540,,2000-07-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1184980.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-07-31,,,,0,,,,,,,,,,,,,90036907,,189596.8,T90CLNT090,,,,,,2000-07-31,,,90036907,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036973,LR,R,3,EUR,1000,10,RVAA01,75606,,2008-01-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,171875.9,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-01-31,,,,0,,,,,,,,,,,,,90036973,,32656.42,T90CLNT090,,,,,,2008-01-31,,,90036973,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036897,LR,R,3,DEM,1000,10,RVAA01,75530,,1998-12-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,283073.4,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1998-12-31,,,,0,,,,,,,,,,,,,90036897,,45291.74,T90CLNT090,,,,,,1998-12-31,,,90036897,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036905,LR,R,3,DEM,1000,10,RVAA01,75538,,2000-03-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1452280.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-03-31,,,,0,,,,,,,,,,,,,90036905,,232364.8,T90CLNT090,,,,,,2000-03-31,,,90036905,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036975,LR,R,3,EUR,1000,10,RVAA01,75608,,2008-03-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180619.2,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-03-31,,,,0,,,,,,,,,,,,,90036975,,34317.65,T90CLNT090,,,,,,2008-03-31,,,90036975,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036970,LR,R,3,EUR,1000,10,RVAA01,75603,,2007-10-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,201489.5,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2007-10-31,,,,0,,,,,,,,,,,,,90036970,,38283.0,T90CLNT090,,,,,,2007-10-31,,,90036970,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036911,LR,R,3,EUR,1000,10,RVAA01,75544,,2000-12-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,73114.8,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-12-31,,,,0,,,,,,,,,,,,,90036911,,11698.37,T90CLNT090,,,,,,2000-12-31,,,90036911,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036971,LR,R,3,EUR,1000,10,RVAA01,75604,,2007-11-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,193513.5,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2007-11-30,,,,0,,,,,,,,,,,,,90036971,,36767.56,T90CLNT090,,,,,,2007-11-30,,,90036971,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036940,LR,R,3,EUR,1000,10,RVAA01,75573,,2003-12-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,499306.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-12-31,,,,0,,,,,,,,,,,,,90036940,,79888.96,T90CLNT090,,,,,,2003-12-31,,,90036940,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036921,LR,R,3,EUR,1000,10,RVAA01,75554,,2001-10-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,119642.4,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2001-10-31,,,,0,,,,,,,,,,,,,90036921,,19142.78,T90CLNT090,,,,,,2001-10-31,,,90036921,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036945,LR,R,3,EUR,1000,10,RVAA01,75578,,2004-05-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-05-31,,,,0,,,,,,,,,,,,,90036945,,18432.9,T90CLNT090,,,,,,2004-05-31,,,90036945,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036969,LR,R,3,EUR,1000,10,RVAA01,75602,,2007-09-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,195333.6,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2007-09-30,,,,0,,,,,,,,,,,,,90036969,,37113.39,T90CLNT090,,,,,,2007-09-30,,,90036969,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036927,LR,R,3,EUR,1000,10,RVAA01,75560,,2002-05-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,552132.7,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-05-31,,,,0,,,,,,,,,,,,,90036927,,88341.23,T90CLNT090,,,,,,2002-05-31,,,90036927,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036964,LR,R,3,EUR,1000,10,RVAA01,75597,,2007-04-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180251.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-04-30,,,,0,,,,,,,,,,,,,90036964,,34247.74,T90CLNT090,,,,,,2007-04-30,,,90036964,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036974,LR,R,3,EUR,1000,10,RVAA01,75607,,2008-02-29,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,190384.8,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-02-29,,,,0,,,,,,,,,,,,,90036974,,36173.12,T90CLNT090,,,,,,2008-02-29,,,90036974,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036966,LR,R,3,EUR,1000,10,RVAA01,75599,,2007-06-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,179126.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-06-30,,,,0,,,,,,,,,,,,,90036966,,34033.97,T90CLNT090,,,,,,2007-06-30,,,90036966,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036924,LR,R,3,EUR,1000,10,RVAA01,75557,,2002-02-28,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,390055.6,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-02-28,,,,0,,,,,,,,,,,,,90036924,,62408.9,T90CLNT090,,,,,,2002-02-28,,,90036924,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036901,LR,R,3,DEM,1000,10,RVAA01,75534,,1999-08-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1404100.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1999-08-31,,,,0,,,,,,,,,,,,,90036901,,224656.0,T90CLNT090,,,,,,1999-08-31,,,90036901,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036903,LR,R,3,DEM,1000,10,RVAA01,75536,,2000-01-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1465190.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-01-31,,,,0,,,,,,,,,,,,,90036903,,234430.4,T90CLNT090,,,,,,2000-01-31,,,90036903,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036928,LR,R,3,EUR,1000,10,RVAA01,75561,,2002-06-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,500277.2,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-06-30,,,,0,,,,,,,,,,,,,90036928,,80044.35,T90CLNT090,,,,,,2002-06-30,,,90036928,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036977,LR,R,3,EUR,1000,10,RVAA01,75610,,2008-05-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,171528.5,,MICHALSKY,11:18:56,2008-07-24,,1050,,,EUR,,,,,,LR,2008-05-31,,,,0,,,,,,,,,,,,,90036977,,32590.41,T90CLNT090,,,,,,2008-05-31,,,90036977,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036954,LR,R,3,EUR,1000,10,RVAA01,75587,,2005-06-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,469815.2,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-06-30,,,,0,,,,,,,,,,,,,90036954,,75170.43,T90CLNT090,,,,,,2005-06-30,,,90036954,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036902,LR,R,3,DEM,1000,10,RVAA01,75535,,1999-10-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1464940.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,1999-10-31,,,,0,,,,,,,,,,,,,90036902,,234390.4,T90CLNT090,,,,,,1999-10-31,,,90036902,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036887,LR,R,3,DEM,1000,10,RVAA01,75520,,1997-06-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,382440.0,,MICHALSKY,11:18:49,2008-07-24,,1050,,,EUR,,,,,,LR,1997-06-30,,,,0,,,,,,,,,,,,,90036887,,57366.0,T90CLNT090,,,,,,1997-06-30,,,90036887,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036891,LR,R,3,DEM,1000,10,RVAA01,75524,,1997-10-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,97600.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-10-31,,,,0,,,,,,,,,,,,,90036891,,14640.0,T90CLNT090,,,,,,1997-10-31,,,90036891,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036917,LR,R,3,EUR,1000,10,RVAA01,75550,,2001-06-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,495103.9,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-06-30,,,,0,,,,,,,,,,,,,90036917,,79216.62,T90CLNT090,,,,,,2001-06-30,,,90036917,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036933,LR,R,3,EUR,1000,10,RVAA01,75566,,2003-05-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,423647.6,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-05-31,,,,0,,,,,,,,,,,,,90036933,,67783.62,T90CLNT090,,,,,,2003-05-31,,,90036933,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036948,LR,R,3,EUR,1000,10,RVAA01,75581,,2004-10-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,411284.5,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-10-31,,,,0,,,,,,,,,,,,,90036948,,65805.52,T90CLNT090,,,,,,2004-10-31,,,90036948,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036951,LR,R,3,EUR,1000,10,RVAA01,75584,,2005-01-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,512549.4,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-01-31,,,,0,,,,,,,,,,,,,90036951,,82007.9,T90CLNT090,,,,,,2005-01-31,,,90036951,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
