mandt,belnr,gjahr,buzei,ebeln,ebelp,zekkn,matnr,bwkey,bwtar,bukrs,werks,wrbtr,shkzg,mwskz,txjcd,menge,bstme,bpmng,bprme,lbkum,vrkum,meins,pstyp,knttp,bklas,erekz,exkbe,xekbz,tbtkz,spgrp,spgrm,spgrt,spgrg,spgrv,spgrq,spgrs,spgrc,spgrext,bustw,xblnr,xrueb,bnkan,kschl,salk3,vmsal,xlifo,lfbnr,lfgja,lfpos,matbf,rbmng,bprbm,rbwwr,lfehl,gricd,grirg,gityp,packno,introw,sgtxt,xskrl,kzmek,mrmok,stunr,zaehk,stock_posting,stock_posting_pp,stock_posting_py,werec,lifnr,frbnr,xhistma,complaint_reason,retamt_fc,retpc,retduedt,xrettaxnet,re_account,erp_contract_id,erp_contract_itm,srm_contract_id,srm_contract_itm,cont_pstyp,srvmapkey,charg,inv_itm_origin,invrel,xdinv,diff_amount,xcprf,fsh_season_year,fsh_season,fsh_collection,fsh_theme,hsn_sac,customs_val,licno,zeile,sgt_scat,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
250,5105618346,2019,1,4500027130,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018377.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618354,2019,1,4500027092,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018373.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618372,2019,1,4500027110,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018375.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618383,2019,1,4500026978,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018361.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618397,2019,1,4500026992,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018363.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618409,2019,1,4500026958,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018281.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618434,2019,1,4500027030,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018366.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618463,2019,1,4500027012,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018365.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618474,2019,1,4500027258,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018389.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618494,2019,1,4500027278,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018391.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618502,2019,1,4500027240,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018388.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618528,2019,1,4500027312,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018394.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618582,2019,1,4500027178,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018383.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618604,2019,1,4500027154,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018379.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618610,2019,1,4500027160,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018380.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618624,2019,1,4500027220,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018386.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618648,2019,1,4500027198,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018384.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618670,2019,1,4500021703,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021544.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618696,2019,1,4500021683,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021542.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618708,2019,1,4500021741,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021549.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618734,2019,1,4500021721,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021547.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618766,2019,1,4500021611,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021528.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618790,2019,1,4500021589,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021525.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618792,2019,1,4500021591,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021524.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618804,2019,1,4500021649,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021530.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618865,2019,1,4500021898,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021642.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618873,2019,1,4500021860,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021561.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618891,2019,1,4500021878,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021640.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618907,2019,1,4500021940,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021647.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618933,2019,1,4500021920,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021644.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618956,2019,1,4500021801,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021555.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618964,2019,1,4500021763,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021550.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618984,2019,1,4500021783,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021552.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619022,2019,1,4500021821,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021557.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619031,2019,1,4500021830,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021558.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619046,2019,1,4500021329,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021582.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619074,2019,1,4500021311,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021579.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619099,2019,1,4500021382,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021591.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619112,2019,1,4500021349,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021585.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619125,2019,1,4500021362,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021588.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619136,2019,1,4500021231,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021568.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619153,2019,1,4500021202,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021565.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619196,2019,1,4500021291,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021576.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619199,2019,1,4500021248,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021571.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619220,2019,1,4500021269,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021574.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619238,2019,1,4500021521,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021536.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619263,2019,1,4500021500,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021539.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619286,2019,1,4500021569,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021532.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619314,2019,1,4500021551,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021533.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619325,2019,1,4500021420,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021595.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619351,2019,1,4500021400,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021594.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619367,2019,1,4500021462,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021599.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619385,2019,1,4500021480,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021541.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619393,2019,1,4500021442,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021598.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619428,2019,1,4500023087,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021620.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619442,2019,1,4500022430,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021618.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619460,2019,1,4500023119,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021623.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619488,2019,1,4500023101,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021621.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619504,2019,1,4500022350,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021609.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619524,2019,1,4500022370,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021612.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619532,2019,1,4500022332,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021608.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619549,2019,1,4500022372,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021614.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619592,2019,1,4500022392,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021617.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619613,2019,1,4500023333,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021638.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105619639,2019,1,4500023313,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000021635.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
