mandt,bukrs,belnr,gjahr,blart,bldat,budat,monat,cpudt,cputm,aedat,upddt,wwert,usnam,tcode,bvorg,xblnr,dbblg,stblg,stjah,bktxt,waers,kursf,kzwrs,kzkrs,bstat,xnetb,frath,xrueb,glvor,grpid,dokid,arcid,iblar,awtyp,awkey,fikrs,hwaer,hwae2,hwae3,kurs2,kurs3,basw2,basw3,umrd2,umrd3,xstov,stodt,xmwst,curt2,curt3,kuty2,kuty3,xsnet,ausbk,xusvr,duefl,awsys,txkrs,ctxkrs,lotkz,xwvof,stgrd,ppnam,ppdat,pptme,pptcod,brnch,numpg,adisc,xref1_hd,xref2_hd,xreversal,reindat,rldnr,ldgrp,propmano,xblnr_alt,vatdate,doccat,xsplit,cash_alloc,follow_on,xreorg,subset,kurst,kursx,kur2x,kur3x,xmca,resubmission,sapf15_status,psoty,psoak,psoks,psosg,psofn,intform,intdate,psobt,psozl,psodt,psotm,fm_umart,ccins,ccnum,ssblk,batch,sname,sampled,exclude_flag,blind,offset_status,offset_refer_dat,penrc,knumv,pybastyp,pybasno,pybasdat,pyiban,inwardno_hd,inwarddt_hd,operation_flag,is_deleted,recordstamp
100,C002,100000013,2022,AB,2022-02-07,2022-02-07,2,2022-02-08,16:12:07,,,2022-02-07,MKANNA,VF11,,0090000222,,90000022.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000223,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000014,2022,AB,2022-02-07,2022-02-07,2,2022-02-08,16:17:20,,,2022-02-07,MKANNA,VF11,,0090000224,,90000023.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000225,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000015,2022,AB,2022-02-07,2022-02-07,2,2022-02-10,05:02:02,,,2022-02-07,AVINASHG,VF11,,0090000226,,90000024.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000227,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000016,2022,AB,2022-02-07,2022-02-07,2,2022-02-10,13:55:43,,,2022-02-07,AVINASHG,VF11,,0090000228,,90000025.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000229,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000017,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,14:45:47,,,2022-02-10,AVINASHG,VF11,,0090000232,,90000027.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000233,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000018,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,14:56:21,,,2022-02-10,AVINASHG,VF11,,0090000234,,90000028.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000235,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000019,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,15:06:54,,,2022-02-10,AVINASHG,VF11,,0090000236,,90000029.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000237,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000020,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,15:15:21,,,2022-02-10,AVINASHG,VF11,,0090000238,,90000030.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000239,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000021,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,15:36:09,,,2022-02-10,AVINASHG,VF11,,0090000242,,90000032.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000243,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000022,2022,AB,2022-02-10,2022-02-10,2,2022-02-10,16:21:13,,,2022-02-10,AVINASHG,VF11,,0090000246,,90000034.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000247,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C002,100000023,2022,AB,2022-02-10,2022-02-10,2,2022-02-11,04:43:50,,,2022-02-10,AVINASHG,VF11,,INTCOMPSALEUS02D,,90000037.0,2022.0,,USD,1.0,,,,,,,SD00,,,,,VBRK,0090000252,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C003,90000004,2022,RV,2022-01-25,2022-01-25,1,2022-01-25,09:57:18,,,2022-01-25,SATISHE,VF01,,CR-01,,100000003.0,2022.0,,CAD,1.0,,,,,,,SD00,,,,,VBRK,0090000087,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C003,90000025,2022,RV,2022-01-25,2022-01-25,1,2022-01-25,12:04:34,,,2022-01-25,SATISHE,VF01,,RE-02,,100000004.0,2022.0,,CAD,1.0,,,,,,,SD00,,,,,VBRK,0090000109,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:24.593454+00:00
100,C003,100000003,2022,AB,2022-01-25,2022-01-25,1,2022-01-25,09:58:04,,,2022-01-25,SATISHE,VF11,,CR-01,,90000004.0,2022.0,,CAD,1.0,,,,,,,SD00,,,,,VBRK,0090000088,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:27.282815+00:00
100,C003,100000004,2022,AB,2022-01-25,2022-01-25,1,2022-01-25,12:05:11,,,2022-01-25,SATISHE,VF11,,RE-02,,90000025.0,2022.0,,CAD,1.0,,,,,,,SD00,,,,,VBRK,0090000110,,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:27.282815+00:00
50,C001,1700000000,2022,KG,2022-02-10,2022-02-10,2,2022-02-10,15:46:02,,,2022-02-10,APARAMESWARA,FB01,,0090000243,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1700000000C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:46:04.188404+00:00
50,C001,1900000000,2022,KR,2022-02-10,2022-02-10,2,2022-02-10,15:48:49,,,2022-02-10,APARAMESWARA,FB01,,0090000244,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1900000000C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:48:50.981756+00:00
50,C001,1900000001,2022,KR,2022-02-10,2022-02-10,2,2022-02-10,16:12:57,,,2022-02-10,AVINASHG,FB01,,0090000246,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1900000001C0012022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 16:12:58.107428+00:00
50,C001,1900000002,2022,KR,2022-02-10,2022-02-10,2,2022-02-10,16:24:28,,,2022-02-10,AVINASHG,FB01,,0090000249,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1900000002C0012022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 16:24:29.036183+00:00
50,C001,1700000001,2022,KG,2022-02-10,2022-02-10,2,2022-02-11,05:41:26,,,2022-02-10,AVINASHG,FB01,,0090000247,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1700000001C0012022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-11 05:41:27.315491+00:00
50,C002,1900000000,2022,KR,2022-02-10,2022-02-10,2,2022-02-11,18:40:16,,,2022-02-10,APARAMESWARA,FB01,1900000000C00222,0090000254,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000000C0022022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-11 18:40:16.767317+00:00
50,C001,1900000005,2022,KR,2022-02-10,2022-02-10,2,2022-02-11,18:40:16,,,2022-02-10,APARAMESWARA,FB01,1900000000C00222,0090000254,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000000C0022022,,USD,,,,,,,,,,,,,,,,X,C002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-11 18:40:16.767317+00:00
50,C002,1900000001,2022,KR,2022-02-10,2022-02-10,2,2022-02-13,18:43:00,,,2022-02-10,AVINASHG,FB01,1900000001C00222,0090000254,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000001C0022022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-13 18:43:01.882890+00:00
50,C001,1900000006,2022,KR,2022-02-10,2022-02-10,2,2022-02-13,18:43:00,,,2022-02-10,AVINASHG,FB01,1900000001C00222,0090000254,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000001C0022022,,USD,,,,,,,,,,,,,,,,,C002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-13 18:43:01.882890+00:00
50,C002,1900000002,2022,KR,2022-02-14,2022-02-14,2,2022-02-14,17:06:27,,,2022-02-14,AVINASHG,FB01,1900000002C00222,0090000256,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000002C0022022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 17:06:28.590191+00:00
50,C001,1900000007,2022,KR,2022-02-14,2022-02-14,2,2022-02-14,17:06:27,,,2022-02-14,AVINASHG,FB01,1900000002C00222,0090000256,,,,,USD,,,,,,,,RFBU,IVUS01V,,,,IBKPF,1900000002C0022022,,USD,,,,,,,,,,,,,,,,,C002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 17:06:28.590191+00:00
50,C001,1900000008,2022,KR,2022-02-14,2022-02-14,2,2022-02-14,17:13:53,,,2022-02-14,AVINASHG,FB01,,0090000258,,,,,USD,,,,,,,,RFBU,IVUS02,,,,IBKPF,1900000008C0012022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 17:13:54.235128+00:00
50,C001,1800000000,2022,DR,2022-01-10,2022-01-10,1,2022-01-10,09:27:04,,,2022-01-10,APARAMESWARA,FB70,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1800000000C0012022,,USD,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000000,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:04:33,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000000C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000001,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:30:11,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000001C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000002,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:32:33,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000002C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000003,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:34:11,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000003C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000004,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:38:23,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000004C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000005,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:40:56,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000005C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000006,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:43:01,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000006C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000007,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:50:08,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000007C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000008,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:51:33,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000008C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000009,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:54:40,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000009C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000010,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:56:32,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000010C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000011,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:57:48,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000011C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000012,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,11:59:28,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000012C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000013,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:03:47,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000013C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000014,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:05:18,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000014C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000015,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:08:24,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000015C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000016,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:10:15,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000016C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000017,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:11:13,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000017C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000018,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,15:53:07,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000018C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000019,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,15:54:41,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000019C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000020,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,15:55:51,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000020C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C001,1400000021,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,15:56:53,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000021C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C002,1400000000,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:13:32,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000000C0022022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C002,1400000001,2022,DZ,2022-01-23,2022-01-23,1,2022-01-23,12:14:29,,,2022-01-23,APARAMESWARA,FBZ1,,,,,,Incoming Payment,USD,,,,,,,,RFBU,,,,,BKPF,1400000001C0022022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,1400000000,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,16:00:04,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000000C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,1400000001,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,16:01:15,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000001C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,1400000002,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,16:02:28,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000002C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,1400000003,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,16:03:31,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000003C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,1400000004,2022,DZ,2022-01-27,2022-01-27,1,2022-01-27,16:04:32,,,2022-01-27,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000004C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C004,1900000000,2022,KR,2022-01-27,2022-01-27,1,2022-01-27,11:25:42,,,2022-01-27,APARAMESWARA,FB60,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,1900000000C0042022,,EUR,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
